18219	0	1.7064098119735718
18219	1	-2.13559889793396
18219	2	1.5903208255767822
18219	3	0.6610940098762512
18219	4	-0.03909164294600487
18219	5	-0.32958969473838806
18219	6	-2.1885368824005127
18219	7	-2.131877899169922
18230	0	-2.1505045890808105
18230	1	-1.341715693473816
18230	2	-0.9039785861968994
18230	3	-0.27549171447753906
18230	4	-0.8676666617393494
18230	5	-1.7466691732406616
18230	6	-0.8843231797218323
18230	7	-1.1589981317520142
18230	8	-1.6007333993911743
18230	9	-0.8655279278755188
18230	10	0.4489969313144684
18230	11	-2.1885368824005127
18230	12	-1.1075506210327148
18230	13	-0.6828291416168213
18230	14	-2.0897045135498047
18230	15	-2.033916473388672
18230	16	-2.033916473388672
18230	17	-2.033916473388672
18230	18	-1.5884591341018677
18230	19	0.21058465540409088
18230	20	-1.8811252117156982
18230	21	0.8212385773658752
18230	22	0.4895545244216919
18230	23	-1.7265050411224365
18230	24	-1.9862406253814697
18230	25	0.12687084078788757
18230	26	-1.858261227607727
18230	27	-1.2283098697662354
18230	28	-0.3675329387187958
18230	29	-2.1885368824005127
18230	30	-1.6271008253097534
18230	31	-2.1885368824005127
18230	32	0.4895545244216919
18230	33	-2.1885368824005127
18230	34	-0.8062477707862854
18230	35	-0.8626836538314819
18230	36	0.8469324111938477
18230	37	-0.35106179118156433
18230	38	0.10387283563613892
18230	39	-0.4740370810031891
18230	40	0.024179726839065552
18230	41	-0.4055795669555664
18230	42	-0.5620465278625488
18230	43	-0.7094968557357788
18230	44	-0.2798751890659332
18230	45	-0.2539978325366974
18230	46	0.7423988580703735
18230	47	-2.1885368824005127
18230	48	-0.9018398523330688
18230	49	-1.127675175666809
18230	50	-0.8525309562683105
18230	51	-2.1885368824005127
18230	52	-1.5163456201553345
18230	53	-1.3260846138000488
18230	54	-2.1885368824005127
18230	55	1.630610704421997
18230	56	-2.006974935531616
18230	57	-0.1375158429145813
18230	58	-2.1885368824005127
18230	59	-1.8023277521133423
18230	60	0.2613966464996338
18328	0	1.255087971687317
18328	1	-2.1885368824005127
18328	2	-1.2307864427566528
18328	3	-1.213478684425354
18328	4	-1.240278720855713
18328	5	-0.13277506828308105
18328	6	1.5803276300430298
18342	0	-2.131877899169922
18342	1	1.2070519924163818
18342	2	0.14828118681907654
18342	3	-0.030295362696051598
18342	4	1.085241436958313
18342	5	0.0882878378033638
18342	6	-1.1468333005905151
18342	7	-2.1869056224823
